# ========
# captured on: Wed Feb  6 11:49:58 2013
# hostname : santana
# os release : 3.7.3-101.fc17.x86_64
# perf version : 3.7.3-101.fc17.x86_64
# arch : x86_64
# nrcpus online : 8
# nrcpus avail : 8
# cpudesc : Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz
# cpuid : GenuineIntel,6,58,9
# total memory : 3612352 kB
# cmdline : /usr/bin/perf record --event=r003b088 -j any_call --pid=4158,4157,4156,4155,4154,4153,4152,4151,4150,4149,4148,4147,4146,4145,4144,4143,4142,4141,4140,4139,4138,4137,4136,4135,4134,4133,4132,4131,4130,4129,4128,4127,4126,4125,4124,4123,4122,4121,4120,4119,4118,4117,4116,4115,4114,4113,4112,4111,4110,4109,4108,4107,4106,4105,4104,4103,4102,4101,4100,4099,4098,4097,4096,4095,4088,4087,4086,4085,4083,4081 ./waitforpid.sh 4092 
# event : name = r003b088, type = 4, config = 0x3b088, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, excl_host = 0, excl_guest = 1, precise_ip = 0, id = { 51680, 51681, 51682, 51683, 51684, 51685, 51686, 51687, 51688, 51689, 51690, 51691, 51692, 51693, 51694, 51695, 51696, 51697, 51698, 51699, 51700, 51701, 51702, 51703, 51704, 51705, 51706, 51707, 51708, 51709, 51710, 51711, 51712, 51713, 51714, 51715, 51716, 51717, 51718, 51719, 51720, 51721, 51722, 51723, 51724, 51725, 51726, 51727, 51728, 51729, 51730, 51731, 51732, 51733, 51734, 51735, 51736, 51737, 51738, 51739, 51740, 51741, 51742, 51743, 51744, 51745, 51746, 51747, 51748, 51749 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# contains samples with branch stack
# pmu mappings: cpu = 4, software = 1, tracepoint = 2, breakpoint = 5
# ========
#
# Samples: 9M of event 'r003b088'
# Event count (approx.): 9290766
#
# Overhead   Command  Source Shared Object                                  Source Symbol  Target Shared Object                                  Target Symbol
# ........  ........  ....................  .............................................  ....................  .............................................
#
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_bio_write_page                        [kernel.kallsyms]     [k] ext4_init_io_end                         
     0.00%  postgres  [kernel.kallsyms]     [k] jbd2_journal_get_write_access              [kernel.kallsyms]     [k] jbd2_journal_put_journal_head            
     0.00%  postgres  postgres              [.] transformStmt                              postgres              [.] transformInsertRow                       
     0.00%  postgres  postgres              [.] pgstat_count_heap_insert                   postgres              [.] add_tabstat_xact_level                   
     0.00%  postgres  postgres              [.] PortalRunSelect                            postgres              [.] PopActiveSnapshot                        
     0.00%  postgres  postgres              [.] standard_ProcessUtility                    postgres              [.] BeginTransactionBlock                    
     0.00%  postgres  postgres              [.] getTypeOutputInfo                          postgres              [.] SearchSysCache                           
     0.00%  postgres  postgres              [.] ResourceOwnerReleaseInternal               postgres              [.] ReleasePredicateLocks                    
     0.00%  postgres  [kernel.kallsyms]     [k] sleep_on_page                              [kernel.kallsyms]     [k] io_schedule                              
     0.00%  postgres  [kernel.kallsyms]     [k] generic_file_aio_write                     [kernel.kallsyms]     [k] __sb_end_write                           
     0.00%  postgres  [kernel.kallsyms]     [k] __ext4_journal_get_write_access            [kernel.kallsyms]     [k] jbd2_journal_get_write_access            
     0.00%  postgres  postgres              [.] CommitTransaction                          postgres              [.] AtEOXact_Buffers                         
     0.00%  postgres  postgres              [.] PortalCleanup                              postgres              [.] ExecutorEnd                              
     0.00%  postgres  postgres              [.] ExecEndResult                              postgres              [.] ExecFreeExprContext                      
     0.00%  postgres  postgres              [.] int4out                                    postgres              [.] MemoryContextAlloc                       
     0.00%  postgres  [kernel.kallsyms]     [k] perf_event_task_tick                       [kernel.kallsyms]     [k] perf_adjust_freq_unthr_context.part.71   
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_dirty_inode                           [kernel.kallsyms]     [k] __ext4_journal_stop                      
     0.00%  postgres  [kernel.kallsyms]     [k] __ext4_handle_dirty_metadata               [kernel.kallsyms]     [k] jbd2_journal_dirty_metadata              
     0.00%  postgres  [kernel.kallsyms]     [k] __scsi_get_command                         [kernel.kallsyms]     [k] scsi_host_alloc_command                  
     0.00%  postgres  postgres              [.] printtup                                   postgres              [.] pq_endmessage                            
     0.00%  postgres  postgres              [.] ExecModifyTable                            postgres              [.] ExecARInsertTriggers                     
     0.00%  postgres  postgres              [.] FunctionCall1Coll                          postgres              [.] int4out                                  
     0.00%  postgres  postgres              [.] OutputFunctionCall                         postgres              [.] FunctionCall1Coll                        
     0.00%  postgres  libc-2.15.so          [k] fdatasync                                  [kernel.kallsyms]     [k] system_call                              
     0.00%  postgres  [kernel.kallsyms]     [k] run_timer_softirq                          [kernel.kallsyms]     [k] call_timer_fn                            
     0.00%  postgres  [kernel.kallsyms]     [k] __filemap_fdatawrite_range                 [kernel.kallsyms]     [k] do_writepages                            
     0.00%  postgres  [kernel.kallsyms]     [k] filemap_write_and_wait_range               [kernel.kallsyms]     [k] filemap_fdatawait_range                  
     0.00%  postgres  [kernel.kallsyms]     [k] tag_pages_for_writeback                    [kernel.kallsyms]     [k] _raw_spin_lock_irq                       
     0.00%  postgres  [kernel.kallsyms]     [k] vfs_write                                  [kernel.kallsyms]     [k] __fsnotify_parent                        
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_reserve_inode_write                   [kernel.kallsyms]     [k] __ext4_journal_get_write_access          
     0.00%  postgres  [kernel.kallsyms]     [k] blk_queue_bio                              [kernel.kallsyms]     [k] drive_stat_acct                          
     0.00%  postgres  postgres              [.] CommitTransaction                          postgres              [.] ProcArrayEndTransaction                  
     0.00%  postgres  postgres              [.] CommitTransaction                          postgres              [.] AtEOXact_RelationCache                   
     0.00%  postgres  [kernel.kallsyms]     [k] perf_adjust_freq_unthr_context.part.71     [kernel.kallsyms]     [k] _raw_spin_lock                           
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_mark_iloc_dirty                       [kernel.kallsyms]     [k] __brelse                                 
     0.00%  postgres  postgres              [.] printtup_prepare_info                      postgres              [.] MemoryContextAllocZero                   
     0.00%  postgres  postgres              [.] transformStmt                              postgres              [.] transformGroupClause                     
     0.00%  postgres  [kernel.kallsyms]     [k] task_tick_fair                             [kernel.kallsyms]     [k] update_cfs_shares                        
     0.00%  postgres  [kernel.kallsyms]     [k] sys_fdatasync                              [kernel.kallsyms]     [k] do_fsync                                 
     0.00%  postgres  [kernel.kallsyms]     [k] do_get_write_access                        [kernel.kallsyms]     [k] jbd2_journal_cancel_revoke               
     0.00%  postgres  [kernel.kallsyms]     [k] ata_scsi_translate                         [kernel.kallsyms]     [k] ata_scsi_flush_xlat                      
     0.00%  postgres  postgres              [.] RelationGetBufferForTuple                  postgres              [.] PageGetHeapFreeSpace                     
     0.00%  postgres  postgres              [.] ExecModifyTable                            postgres              [.] setLastTid                               
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_mark_iloc_dirty                       [kernel.kallsyms]     [k] ext4_get_inode_flags                     
